"Identifier","Frequency","Languages"
"rowan_n",5,"Swedish"
"wat_n",1,"Sanskrit"
"wat_n",1,"Thai"
"flounder_v",3,"Dutch"
"rat_n",13,"Celtic"
"rat_n",13,"Danish"
"rat_n",13,"Dutch"
"rat_n",13,"Middle Dutch"
"rat_n",13,"Middle English"
"rat_n",13,"Old English"
"rat_n",13,"French"
"rat_n",13,"Old French"
"rat_n",13,"Ga"
"rat_n",13,"Gaelic"
"rat_n",13,"German"
"rat_n",13,"Germanic"
"rat_n",13,"Greek"
"rat_n",13,"Italian"
"rat_n",13,"Latin"
"rat_n",13,"Spanish"
"rat_n",13,"Swedish"
"perplexity_n",1,"French"
"perplexity_n",1,"Old French"
"perplexity_n",1,"Latin"
"stiffen_v",4,"German"
"kiss_v",19,"Danish"
"kiss_v",19,"Dutch"
"kiss_v",19,"Middle Dutch"
"kiss_v",19,"Middle English"
"kiss_v",19,"Old English"
"kiss_v",19,"French"
"kiss_v",19,"Frisian"
"kiss_v",19,"German"
"kiss_v",19,"Old High German"
"kiss_v",19,"Germanic"
"kiss_v",19,"Gothic"
"kiss_v",19,"Greek"
"kiss_v",19,"Hittite"
"kiss_v",19,"Indo-European"
"kiss_v",19,"Latin"
"kiss_v",19,"Old Norse"
"kiss_v",19,"Norwegian"
"kiss_v",19,"Sanskrit"
"kiss_v",19,"Swedish"
"carrion_n",11,"French"
"carrion_n",11,"Old French"
"carrion_n",11,"Italian"
"carrion_n",11,"Latin"
"carrion_n",11,"Spanish"
"comrade_n",9,"French"
"comrade_n",9,"Italian"
"comrade_n",9,"Latin"
"comrade_n",9,"Spanish"
"despoil_v",3,"French"
"despoil_v",3,"Old French"
"despoil_v",3,"Latin"
"soldier_n",22,"French"
"soldier_n",22,"Old French"
"soldier_n",22,"Italian"
"soldier_n",22,"Latin"
"soldier_n",22,"Spanish"
"yew_n",1,"Dutch"
"yew_n",1,"Middle Dutch"
"yew_n",1,"Old English"
"yew_n",1,"French"
"yew_n",1,"Ga"
"yew_n",1,"German"
"yew_n",1,"Old High German"
"yew_n",1,"Germanic"
"yew_n",1,"Irish"
"yew_n",1,"Old Irish"
"yew_n",1,"Latin"
"yew_n",1,"Lithuanian"
"yew_n",1,"Old Norse"
"yew_n",1,"Spanish"
"yew_n",1,"Welsh"
"frame_n",2,"Old Norse"
"bosom_n",4,"Dutch"
"bosom_n",4,"Middle Dutch"
"bosom_n",4,"Old English"
"bosom_n",4,"Frisian"
"bosom_n",4,"German"
"bosom_n",4,"Old High German"
"bosom_n",4,"Germanic"
"furrow_v",1,"Old English"
"behead_v",1,"Dutch"
"behead_v",1,"Middle English"
"behead_v",1,"Old English"
"behead_v",1,"German"
"badge_n",5,"French"
"badge_n",5,"Latin"
"purple_adj",3,"Middle English"
"purple_adj",3,"Old English"
"purple_adj",3,"Greek"
"purple_adj",3,"Italian"
"purple_adj",3,"Latin"
"purple_adj",3,"Semitic"
"crust_n",3,"French"
"crust_n",3,"Old French"
"crust_n",3,"Latin"
"escarpment_n",1,"French"
"escarpment_n",1,"Italian"
"cress_n",1,"Dutch"
"cress_n",1,"Middle Dutch"
"cress_n",1,"Old English"
"cress_n",1,"French"
"cress_n",1,"German"
"cress_n",1,"Low German"
"cress_n",1,"Old High German"
"cress_n",1,"Germanic"
"cress_n",1,"Italian"
"thirst_n",5,"Dutch"
"thirst_n",5,"Old English"
"thirst_n",5,"Frisian"
"thirst_n",5,"German"
"thirst_n",5,"Old High German"
"thirst_n",5,"Germanic"
"thirst_n",5,"Gothic"
"thirst_v",1,"Dutch"
"thirst_v",1,"Old English"
"thirst_v",1,"German"
"thirst_v",1,"Old High German"
"unshod_adj",1,"Old English"
"idly_adv",1,"Old English"
"cattle_n",2,"Middle English"
"cattle_n",2,"French"
"cattle_n",2,"Old French"
"cattle_n",2,"Latin"
"prevail_v",4,"French"
"prevail_v",4,"Old French"
"prevail_v",4,"Latin"
"hardy_adj",5,"French"
"hardy_adj",5,"Old French"
"hardy_adj",5,"Frisian"
"hardy_adj",5,"German"
"hardy_adj",5,"Old High German"
"hardy_adj",5,"Germanic"
"hardy_adj",5,"Gothic"
"hardy_adj",5,"Old Norse"
"chooser_n",1,"Middle English"
"mar_v",5,"Middle English"
"mar_v",5,"Old English"
"mar_v",5,"Frisian"
"mar_v",5,"German"
"mar_v",5,"Old High German"
"mar_v",5,"Germanic"
"mar_v",5,"Gothic"
"mar_v",5,"Lithuanian"
"mar_v",5,"Sanskrit"
"quench_v",6,"Middle English"
"quench_v",6,"Old English"
"quench_v",6,"Frisian"
"quench_v",6,"German"
"quench_v",6,"Germanic"
"solitude_n",2,"French"
"solitude_n",2,"Old French"
"solitude_n",2,"Latin"
"herdsman_n",4,"Middle English"
"herdsman_n",4,"Old English"
"barrier_n",15,"French"
"barrier_n",15,"Old French"
"truly_adv",13,"Dutch"
"truly_adv",13,"Old English"
"truly_adv",13,"German"
"truly_adv",13,"Swedish"
"scan_v",4,"Greek"
"scan_v",4,"Irish"
"scan_v",4,"Middle Irish"
"scan_v",4,"Latin"
"scan_v",4,"Sanskrit"
"sustenance_n",1,"French"
"sustenance_n",1,"Old French"
"sustenance_n",1,"Latin"
"rede_n",1,"Dutch"
"rede_n",1,"Middle English"
"rede_n",1,"Old English"
"rede_n",1,"Frisian"
"rede_n",1,"German"
"rede_n",1,"Germanic"
"rede_n",1,"Old Norse"
"arid_adj",1,"French"
"arid_adj",1,"Latin"
"unlearned_adj",1,"Old English"
"men_n",19,"Old English"
"men_n",19,"German"
"wroth_adj",2,"Dutch"
"wroth_adj",2,"Middle Dutch"
"wroth_adj",2,"Old English"
"wroth_adj",2,"Frisian"
"wroth_adj",2,"German"
"wroth_adj",2,"Old High German"
"wroth_adj",2,"Germanic"
"wroth_adj",2,"Old Norse"
"sorely_adv",5,"Old English"
"thence_adv",9,"Old English"
"thence_adv",9,"Frisian"
"thence_adv",9,"German"
"thence_adv",9,"Old High German"
"thence_adv",9,"Germanic"
"thence_adv",9,"Old Norse"
"alliance_n",5,"French"
"alliance_n",5,"Old French"
"alliance_n",5,"Latin"
"feud_n",1,"Old English"
"feud_n",1,"French"
"feud_n",1,"Old French"
"feud_n",1,"Frisian"
"feud_n",1,"German"
"feud_n",1,"Old High German"
"feud_n",1,"Germanic"
"attire_v",1,"French"
"attire_v",1,"Old French"
"yesteryear_n",1,"French"
"yesteryear_n",1,"Ga"
"yesteryear_n",1,"Latin"
"discern_v",4,"French"
"discern_v",4,"Old French"
"discern_v",4,"Latin"
"constrain_v",2,"French"
"constrain_v",2,"Old French"
"constrain_v",2,"Latin"
"chafe_v",1,"French"
"chafe_v",1,"Old French"
"chafe_v",1,"Latin"
"begrudge_v",1,"Middle English"
"borrow_v",1,"Dutch"
"borrow_v",1,"Middle Dutch"
"borrow_v",1,"Old English"
"borrow_v",1,"Frisian"
"borrow_v",1,"German"
"borrow_v",1,"Old High German"
"borrow_v",1,"Germanic"
"borrow_v",1,"Old Norse"
"restive_adj",1,"French"
"restive_adj",1,"Old French"
"loving_adj",1,"Old English"
"override_v",1,"Middle English"
"override_v",1,"Old English"
"newly_adv",5,"Danish"
"newly_adv",5,"Old English"
"newly_adv",5,"German"
"newly_adv",5,"Swedish"
"foreknowledge_n",1,"Middle English"
"foreknowledge_n",1,"Old English"
"chestnut_n",3,"Armenian"
"chestnut_n",3,"Middle English"
"chestnut_n",3,"French"
"chestnut_n",3,"Old French"
"chestnut_n",3,"Greek"
"chestnut_n",3,"Latin"
"rattle_v",3,"Dutch"
"rattle_v",3,"Middle Dutch"
"rattle_v",3,"Old English"
"rattle_v",3,"German"
"rattle_v",3,"Greek"
"thumb_n",1,"Dutch"
"thumb_n",1,"Old English"
"thumb_n",1,"French"
"thumb_n",1,"Frisian"
"thumb_n",1,"German"
"thumb_n",1,"Old High German"
"thumb_n",1,"Germanic"
"thumb_n",1,"Greek"
"thumb_n",1,"Italian"
"thumb_n",1,"Latin"
"thumb_n",1,"Old Norse"
"cord_n",18,"French"
"cord_n",18,"Old French"
"cord_n",18,"Greek"
"cord_n",18,"Latin"
"group_n",3,"French"
"group_n",3,"German"
"group_n",3,"Germanic"
"group_n",3,"Italian"
"group_n",3,"Spanish"
"pluck_v",5,"Dutch"
"pluck_v",5,"Flemish"
"pluck_v",5,"Middle Dutch"
"pluck_v",5,"Middle English"
"pluck_v",5,"Old English"
"pluck_v",5,"French"
"pluck_v",5,"Old French"
"pluck_v",5,"Ga"
"pluck_v",5,"German"
"pluck_v",5,"Low German"
"pluck_v",5,"Germanic"
"pluck_v",5,"Italian"
"pluck_v",5,"Latin"
"passenger_n",1,"French"
"passenger_n",1,"Old French"
"passenger_n",1,"Latin"
"tickle_v",1,"Middle English"
"tickle_v",1,"Old English"
"tickle_v",1,"German"
"tickle_v",1,"Germanic"
"tickle_v",1,"Latin"
"intelligible_adj",1,"Middle English"
"intelligible_adj",1,"Latin"
"tribe_n",1,"French"
"tribe_n",1,"Old French"
"tribe_n",1,"Greek"
"tribe_n",1,"Hebrew"
"tribe_n",1,"Latin"
"rebel_v",1,"French"
"rebel_v",1,"Old French"
"rebel_v",1,"Latin"
"brigand_n",6,"French"
"brigand_n",6,"Old French"
"brigand_n",6,"Italian"
"swine_n",3,"Danish"
"swine_n",3,"Dutch"
"swine_n",3,"Middle Dutch"
"swine_n",3,"Old English"
"swine_n",3,"French"
"swine_n",3,"Frisian"
"swine_n",3,"German"
"swine_n",3,"Low German"
"swine_n",3,"Old High German"
"swine_n",3,"Germanic"
"swine_n",3,"Latin"
"swine_n",3,"Old Norse"
"swine_n",3,"Swedish"
"swollen_adj",2,"Old English"
"muck_n",1,"Danish"
"muck_n",1,"Old English"
"muck_n",1,"German"
"muck_n",1,"Germanic"
"muck_n",1,"Old Norse"
"fray_n",2,"Latin"
"fray_v",1,"French"
"fray_v",1,"Old French"
"fray_v",1,"Latin"
"opponent_n",1,"Latin"
"bracelet_n",1,"French"
"bracelet_n",1,"Old French"
"bracelet_n",1,"Greek"
"bracelet_n",1,"Latin"
"slim_adj",1,"Dutch"
"slim_adj",1,"Middle Dutch"
"slim_adj",1,"Middle English"
"slim_adj",1,"German"
"slim_adj",1,"Middle High German"
"slim_adj",1,"Germanic"
"slim_adj",1,"Italian"
"liquid_n",2,"Greek"
"liquid_n",2,"Latin"
"medicine_n",1,"French"
"medicine_n",1,"Old French"
"medicine_n",1,"Latin"
"jeer_v",7,"Dutch"
"jeer_v",7,"Middle Dutch"
"jeer_v",7,"German"
"engage_v",3,"Danish"
"engage_v",3,"Dutch"
"engage_v",3,"French"
"engage_v",3,"Old French"
"engage_v",3,"German"
"engage_v",3,"Germanic"
"gash_n",2,"Middle English"
"gash_n",2,"French"
"gash_n",2,"Old French"
"gash_n",2,"Greek"
"gash_n",2,"Latin"
"gash_v",1,"Middle English"
"gash_v",1,"French"
"gash_v",1,"Ga"
"stomach_n",1,"Middle English"
"stomach_n",1,"Old English"
"stomach_n",1,"French"
"stomach_n",1,"Old French"
"stomach_n",1,"Greek"
"stomach_n",1,"Italian"
"stomach_n",1,"Latin"
"stomach_n",1,"Spanish"
"stomach_v",2,"Old English"
"stomach_v",2,"Latin"
"picnic_n",2,"Danish"
"picnic_n",2,"French"
"picnic_n",2,"Old French"
"picnic_n",2,"German"
"picnic_n",2,"Germanic"
"picnic_n",2,"Swedish"
"depression_n",1,"Old English"
"depression_n",1,"French"
"depression_n",1,"Old French"
"depression_n",1,"Latin"
"misery_n",7,"French"
"misery_n",7,"Old French"
"misery_n",7,"Latin"
"boy_n",15,"Dutch"
"boy_n",15,"Middle Dutch"
"boy_n",15,"Middle English"
"boy_n",15,"Old English"
"boy_n",15,"French"
"boy_n",15,"Old French"
"boy_n",15,"Frisian"
"boy_n",15,"German"
"boy_n",15,"Low German"
"boy_n",15,"Greek"
"boy_n",15,"Indo-European"
"boy_n",15,"Italian"
"boy_n",15,"Latin"
"boy_n",15,"Church Slavonic"
"boy_n",15,"Old Church Slavonic"
"fighter_n",5,"Dutch"
"fighter_n",5,"Old English"
"fighter_n",5,"German"
"quicksand_n",1,"Middle English"
"quicksand_n",1,"Old English"
"spur_n",6,"Dutch"
"spur_n",6,"Middle Dutch"
"spur_n",6,"Middle English"
"spur_n",6,"Old English"
"spur_n",6,"German"
"spur_n",6,"Old High German"
"spur_n",6,"Germanic"
"spur_n",6,"Old Norse"
"spur_v",5,"Old English"
"gild_v",4,"Old English"
"gild_v",4,"German"
"gild_v",4,"Old High German"
"gild_v",4,"Germanic"
"gild_v",4,"Old Norse"
"competent_adj",1,"French"
"competent_adj",1,"Old French"
"competent_adj",1,"Latin"
"captor_n",2,"Latin"
"shooting_n",2,"Old English"
"straggle_v",3,"Middle English"
"straggle_v",3,"German"
"straggle_v",3,"Low German"
"straggle_v",3,"Old High German"
"straggle_v",3,"Germanic"
"straggle_v",3,"Norwegian"
"disobey_v",2,"French"
"disobey_v",2,"Old French"
"disobey_v",2,"Latin"
"patrol_n",6,"French"
"patrol_n",6,"Old French"
"squeal_v",6,"Old Norse"
"gimlet_n",1,"Dutch"
"gimlet_n",1,"Middle Dutch"
"gimlet_n",1,"Middle English"
"gimlet_n",1,"French"
"gimlet_n",1,"Old French"
"gimlet_n",1,"German"
"gimlet_n",1,"Germanic"
"rebellious_adj",1,"Latin"
"stampede_n",1,"German"
"stampede_n",1,"Germanic"
"stampede_n",1,"Provençal"
"stampede_n",1,"Spanish"
"twitch_v",7,"Dutch"
"twitch_v",7,"Old English"
"twitch_v",7,"German"
"twitch_v",7,"Low German"
"twitch_v",7,"Old High German"
"twitch_v",7,"Germanic"
"twitch_v",7,"Twi"
"enrage_v",1,"French"
"enrage_v",1,"Old French"
"vermin_n",2,"French"
"vermin_n",2,"Old French"
"vermin_n",2,"Latin"
"armpit_n",2,"Middle English"
"armpit_n",2,"French"
"armpit_n",2,"Old French"
"armpit_n",2,"Latin"
"sortie_n",6,"French"
"sortie_n",6,"Latin"
"clumsy_adj",3,"Middle English"
"clumsy_adj",3,"German"
"clumsy_adj",3,"Old Norse"
"clumsy_adj",3,"Norwegian"
"clumsy_adj",3,"Swedish"
"vigil_n",2,"French"
"vigil_n",2,"Old French"
"vigil_n",2,"Latin"
"compare_v",2,"Middle English"
"compare_v",2,"French"
"compare_v",2,"Old French"
"compare_v",2,"Latin"
"villain_n",10,"French"
"villain_n",10,"Old French"
"villain_n",10,"Latin"
"arc_n",1,"Croatian"
"arc_n",1,"Czech"
"arc_n",1,"Old English"
"arc_n",1,"French"
"arc_n",1,"Old French"
"arc_n",1,"German"
"arc_n",1,"Germanic"
"arc_n",1,"Gothic"
"arc_n",1,"Greek"
"arc_n",1,"Latin"
"arc_n",1,"Latvian"
"arc_n",1,"Old Norse"
"arc_n",1,"Russian"
"arc_n",1,"Slavic"
"parch_v",6,"Middle English"
"parch_v",6,"French"
"parch_v",6,"Old French"
"parch_v",6,"Latin"
"whisker_n",1,"Middle English"
"abrupt_adj",2,"Latin"
"fleeting_adj",7,"Old English"
"captivity_n",2,"Old English"
"captivity_n",2,"French"
"captivity_n",2,"Old French"
"captivity_n",2,"Latin"
"knob_n",2,"Dutch"
"knob_n",2,"Middle Dutch"
"knob_n",2,"Frisian"
"knob_n",2,"German"
"knob_n",2,"Low German"
"knob_n",2,"Old High German"
"knob_n",2,"Old Norse"
"knuckle_n",1,"Dutch"
"knuckle_n",1,"Middle Dutch"
"knuckle_n",1,"Old English"
"knuckle_n",1,"German"
"knuckle_n",1,"Low German"
"knuckle_n",1,"Germanic"
"extraordinary_adj",1,"Latin"
"seven_n",1,"Avestan"
"seven_n",1,"Danish"
"seven_n",1,"Dutch"
"seven_n",1,"Middle Dutch"
"seven_n",1,"Old English"
"seven_n",1,"Frisian"
"seven_n",1,"German"
"seven_n",1,"Old High German"
"seven_n",1,"Germanic"
"seven_n",1,"Gothic"
"seven_n",1,"Greek"
"seven_n",1,"Hittite"
"seven_n",1,"Irish"
"seven_n",1,"Old Irish"
"seven_n",1,"Latin"
"seven_n",1,"Lithuanian"
"seven_n",1,"Old Norse"
"seven_n",1,"Church Slavonic"
"seven_n",1,"Old Church Slavonic"
"seven_n",1,"Sanskrit"
"seven_n",1,"Swedish"
"seven_n",1,"Welsh"
"solemn_adj",6,"Middle English"
"solemn_adj",6,"French"
"solemn_adj",6,"Old French"
"solemn_adj",6,"Latin"
"penetrate_v",1,"Latin"
"penetrate_v",1,"Lithuanian"
"motto_n",3,"Italian"
"motto_n",3,"Latin"
"suspense_n",2,"French"
"suspense_n",2,"Old French"
"suspense_n",2,"Latin"
"bee_n",1,"Dutch"
"bee_n",1,"Middle Dutch"
"bee_n",1,"Old English"
"bee_n",1,"German"
"bee_n",1,"Old High German"
"bee_n",1,"Germanic"
"bee_n",1,"Old Norse"
"ox_n",3,"Avestan"
"ox_n",3,"Dutch"
"ox_n",3,"Middle Dutch"
"ox_n",3,"Middle English"
"ox_n",3,"Old English"
"ox_n",3,"Frisian"
"ox_n",3,"German"
"ox_n",3,"Old High German"
"ox_n",3,"Germanic"
"ox_n",3,"Gothic"
"ox_n",3,"Irish"
"ox_n",3,"Middle Irish"
"ox_n",3,"Old Norse"
"ox_n",3,"Sanskrit"
"ox_n",3,"Welsh"
"confidence_n",2,"French"
"confidence_n",2,"Old French"
"confidence_n",2,"Latin"
"humorous_adj",1,"Latin"
"lovely_adj",3,"Old English"
"lovely_adj",3,"Gothic"
"lind_n",1,"Old English"
"discord_n",1,"French"
"discord_n",1,"Old French"
"discord_n",1,"Latin"
"organ_n",1,"Old English"
"organ_n",1,"French"
"organ_n",1,"Old French"
"organ_n",1,"Greek"
"organ_n",1,"Latin"
"rude_adj",3,"French"
"rude_adj",3,"Old French"
"rude_adj",3,"Latin"
"deliberate_adj",1,"Latin"
"changeable_adj",1,"French"
"changeable_adj",1,"Old French"
"aisle_n",6,"Middle English"
"aisle_n",6,"French"
"aisle_n",6,"Old French"
"aisle_n",6,"Latin"
"ladle_n",1,"Old English"
"ladle_n",1,"Latin"
"refreshment_n",3,"French"
"refreshment_n",3,"Old French"
"lave_v",3,"Dutch"
"lave_v",3,"Old English"
"lave_v",3,"French"
"lave_v",3,"Old French"
"lave_v",3,"German"
"lave_v",3,"Germanic"
"lave_v",3,"Latin"
"bracken_n",7,"Danish"
"bracken_n",7,"German"
"bracken_n",7,"Germanic"
"bracken_n",7,"Swedish"
"speaker_n",2,"French"
"speaker_n",2,"Frisian"
"speaker_n",2,"German"
"speaker_n",2,"Old High German"
"sprout_v",1,"Armenian"
"sprout_v",1,"Dutch"
"sprout_v",1,"Middle Dutch"
"sprout_v",1,"Middle English"
"sprout_v",1,"Old English"
"sprout_v",1,"Frisian"
"sprout_v",1,"German"
"sprout_v",1,"Old High German"
"sprout_v",1,"Germanic"
"sprout_v",1,"Lithuanian"
"dumbness_n",1,"Middle English"
"dumbness_n",1,"Old English"
"repay_v",5,"French"
"repay_v",5,"Old French"
"pronounce_v",3,"French"
"pronounce_v",3,"Old French"
"pronounce_v",3,"Latin"
"subterranean_adj",1,"Latin"
"malediction_n",1,"French"
"malediction_n",1,"Old French"
"malediction_n",1,"Latin"
"havoc_n",1,"French"
"havoc_n",1,"Old French"
"havoc_n",1,"German"
"havoc_n",1,"Germanic"
"havoc_n",1,"Latin"
"grove_n",11,"Old English"
"grove_n",11,"German"
"grove_n",11,"Germanic"
"thump_v",1,"Frisian"
"thump_v",1,"Swedish"
"besom_n",1,"Dutch"
"besom_n",1,"Middle English"
"besom_n",1,"Old English"
"besom_n",1,"Frisian"
"besom_n",1,"German"
"besom_n",1,"Old High German"
"besom_n",1,"Germanic"
"cherry_n",1,"Middle English"
"cherry_n",1,"Old English"
"cherry_n",1,"French"
"cherry_n",1,"Old French"
"cherry_n",1,"German"
"cherry_n",1,"Germanic"
"cherry_n",1,"Greek"
"cherry_n",1,"Latin"
"garth_n",1,"Old English"
"garth_n",1,"Old Norse"
"harvest_n",2,"Dutch"
"harvest_n",2,"Middle English"
"harvest_n",2,"Old English"
"harvest_n",2,"Frisian"
"harvest_n",2,"German"
"harvest_n",2,"Germanic"
"harvest_n",2,"Old Norse"
"previous_adj",1,"Latin"
"rhythm_n",2,"Middle English"
"rhythm_n",2,"French"
"rhythm_n",2,"Old French"
"rhythm_n",2,"Greek"
"rhythm_n",2,"Latin"
"tube_n",1,"French"
"tube_n",1,"Latin"
"impenetrable_adj",9,"French"
"impenetrable_adj",9,"Old French"
"impenetrable_adj",9,"Latin"
"bud_n",4,"Dutch"
"bud_n",4,"Old English"
"bud_n",4,"French"
"bud_n",4,"Old French"
"bud_n",4,"German"
"bud_n",4,"Germanic"
"dingle_n",7,"Middle English"
"dingle_n",7,"Old English"
"dingle_n",7,"German"
"dingle_n",7,"Old High German"
"dingle_n",7,"Old Norse"
"prime_n",1,"Old English"
"prime_n",1,"French"
"prime_n",1,"Old French"
"prime_n",1,"Latin"
"ha_interj",3,"Old English"
"ha_interj",3,"French"
"ha_interj",3,"Old French"
"ha_interj",3,"Latin"
"patient_adj",4,"French"
"patient_adj",4,"Old French"
"patient_adj",4,"Latin"
"patient_n",1,"Middle English"
"patient_n",1,"French"
"patient_n",1,"Old French"
"patient_n",1,"Latin"
"conclave_n",1,"Italian"
"conclave_n",1,"Latin"
"sailing_n",2,"Old English"
"ruddy_adj",1,"Middle English"
"ruddy_adj",1,"Old English"
"nickname_n",1,"Danish"
"nickname_n",1,"Old English"
"nickname_n",1,"Old Norse"
"nickname_n",1,"Swedish"
"ravage_v",2,"French"
"ravage_v",2,"Old French"
"dirge_n",1,"Latin"
"expectancy_n",2,"Latin"
"mockery_n",5,"French"
"mockery_n",5,"Old French"
"sorcery_n",3,"French"
"sorcery_n",3,"Old French"
"sorcery_n",3,"Latin"
"rubble_n",3,"Middle English"
"rubble_n",3,"French"
"rubble_n",3,"Old French"
"rubble_n",3,"Latin"
"gaunt_adj",1,"Middle English"
"gaunt_adj",1,"French"
"gaunt_adj",1,"Old French"
"gaunt_adj",1,"Old Norse"
"baffle_v",2,"French"
"baffle_v",2,"German"
"phantom_n",7,"French"
"phantom_n",7,"Old French"
"phantom_n",7,"Greek"
"phantom_n",7,"Latin"
"retrace_v",4,"French"
"freer_n",1,"Old English"
"ledge_n",14,"Middle English"
"ledge_n",14,"Swedish"
"loosely_adv",2,"Danish"
"loosely_adv",2,"Dutch"
"loosely_adv",2,"Old Norse"
"feature_n",3,"French"
"feature_n",3,"Old French"
"feature_n",3,"Italian"
"feature_n",3,"Latin"
"feature_n",3,"Portuguese"
"feature_n",3,"Spanish"
"goat_n",1,"Danish"
"goat_n",1,"Dutch"
"goat_n",1,"Middle Dutch"
"goat_n",1,"Old English"
"goat_n",1,"French"
"goat_n",1,"German"
"goat_n",1,"Old High German"
"goat_n",1,"Germanic"
"goat_n",1,"Gothic"
"goat_n",1,"Latin"
"goat_n",1,"Old Norse"
"relax_v",2,"French"
"relax_v",2,"Old French"
"relax_v",2,"Latin"
"robe_n",6,"Old English"
"robe_n",6,"French"
"robe_n",6,"Old French"
"robe_n",6,"German"
"robe_n",6,"Old High German"
"robe_n",6,"Germanic"
"avalanche_n",1,"French"
"avalanche_n",1,"Old French"
"avalanche_n",1,"Latin"
"avalanche_n",1,"Provençal"
"guild_n",1,"Old English"
"guild_n",1,"Frisian"
"guild_n",1,"German"
"guild_n",1,"Old High German"
"guild_n",1,"Germanic"
"guild_n",1,"Old Norse"
"elude_v",1,"Latin"
"hostage_n",1,"French"
"hostage_n",1,"Old French"
"hostage_n",1,"Latin"
"fatal_adj",2,"French"
"fatal_adj",2,"Latin"
"loyalty_n",2,"Middle English"
"loyalty_n",2,"French"
"loyalty_n",2,"Old French"
"loyalty_n",2,"Latin"
"victor_n",2,"French"
"victor_n",2,"Old French"
"victor_n",2,"Latin"
"emerge_v",1,"French"
"emerge_v",1,"Latin"
"treble_v",1,"French"
"treble_v",1,"Old French"
"incurable_adj",1,"French"
"incurable_adj",1,"Old French"
"incurable_adj",1,"Latin"
"dent_n",1,"Middle English"
"surety_n",3,"French"
"surety_n",3,"Old French"
"surety_n",3,"Latin"
"spiral_adj",1,"French"
"spiral_adj",1,"Greek"
"spiral_adj",1,"Latin"
"greeting_n",7,"Old English"
"whinny_v",2,"Latin"
"caress_n",1,"French"
"caress_n",1,"Italian"
"caress_n",1,"Latin"
"caress_v",3,"French"
"caress_v",3,"Italian"
"acre_n",2,"Dutch"
"acre_n",2,"Middle Dutch"
"acre_n",2,"Old English"
"acre_n",2,"French"
"acre_n",2,"Old French"
"acre_n",2,"Frisian"
"acre_n",2,"German"
"acre_n",2,"Old High German"
"acre_n",2,"Germanic"
"acre_n",2,"Gothic"
"acre_n",2,"Latin"
"acre_n",2,"Old Norse"
"sedge_n",1,"Middle English"
"sedge_n",1,"Old English"
"sedge_n",1,"German"
"sedge_n",1,"Low German"
"sedge_n",1,"Germanic"
"sedge_n",1,"Irish"
"sedge_n",1,"Old Irish"
"sedge_n",1,"Welsh"
"disc_n",2,"Latin"
"hauberk_n",8,"Danish"
"hauberk_n",8,"Dutch"
"hauberk_n",8,"Old English"
"hauberk_n",8,"French"
"hauberk_n",8,"Old French"
"hauberk_n",8,"German"
"hauberk_n",8,"Old High German"
"hauberk_n",8,"Germanic"
"hauberk_n",8,"Gothic"
"hauberk_n",8,"Old Norse"
"hauberk_n",8,"Swedish"
"poet_n",1,"Old English"
"poet_n",1,"French"
"poet_n",1,"Old French"
"poet_n",1,"Greek"
"poet_n",1,"Latin"
"poet_n",1,"Church Slavonic"
"poet_n",1,"Old Church Slavonic"
"poet_n",1,"Sanskrit"
"gush_v",4,"German"
"gush_v",4,"Low German"
"gush_v",4,"Old Norse"
"blazon_v",2,"French"
"gracious_adj",4,"French"
"gracious_adj",4,"Old French"
"gracious_adj",4,"Latin"
"prudence_n",5,"French"
"prudence_n",5,"Old French"
"prudence_n",5,"Latin"
"discourtesy_n",2,"French"
"discourtesy_n",2,"Old French"
"sunbeam_n",1,"Old English"
"louver_n",1,"French"
"louver_n",1,"Old French"
"louver_n",1,"German"
"louver_n",1,"Old High German"
"louver_n",1,"Germanic"
"louver_n",1,"Latin"
"worker_n",3,"Old English"
"sorceress_n",1,"French"
"bandy_v",2,"French"
"blot_n",1,"Middle English"
"blot_n",1,"French"
"blot_n",1,"Old French"
"blot_n",1,"Old Norse"
"tax_n",1,"French"
"tax_n",1,"Old French"
"tax_n",1,"Latin"
"bewitch_v",1,"Old English"
"leechcraft_n",2,"Old English"
"four_n",9,"Danish"
"four_n",9,"Dutch"
"four_n",9,"Old English"
"four_n",9,"French"
"four_n",9,"Frisian"
"four_n",9,"German"
"four_n",9,"Old High German"
"four_n",9,"Germanic"
"four_n",9,"Gothic"
"four_n",9,"Latin"
"four_n",9,"Old Norse"
"four_n",9,"Swedish"
"mercy_n",8,"French"
"mercy_n",8,"Old French"
"mercy_n",8,"Hebrew"
"mercy_n",8,"Latin"
"undue_adj",1,"French"
"undue_adj",1,"Old French"
"undue_adj",1,"Latin"
"steward_n",10,"Middle English"
"steward_n",10,"Old English"
"steward_n",10,"French"
"steward_n",10,"Old French"
"steward_n",10,"German"
"steward_n",10,"Germanic"
"steward_n",10,"Scots"
"plea_n",2,"French"
"plea_n",2,"Old French"
"plea_n",2,"Latin"
"defile_n",3,"French"
"defile_n",3,"Latin"
"defile_v",3,"Middle English"
"defile_v",3,"Old English"
"defile_v",3,"French"
"defile_v",3,"Old French"
"defile_v",3,"Latin"
"reserve_v",1,"French"
"reserve_v",1,"Old French"
"reserve_v",1,"Latin"
"loan_n",1,"Dutch"
"loan_n",1,"Middle Dutch"
"loan_n",1,"Middle English"
"loan_n",1,"Old English"
"loan_n",1,"Frisian"
"loan_n",1,"German"
"loan_n",1,"Old High German"
